Campaign Name,Campaign ID,Ad Group Name,By Day,Age,Gender,Cost,CPM,CPC,CTR,Impressions,Clicks,Conversions,Cost per Conversion,Currency
TT_PRODUKTLAUNCH26,1789010002,InFeed_Launch,10/03/2026,45-54,Female,19.5,7.69,0.39,1.96,2536,50,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Prospecting,06/04/2026,45-54,Male,19.32,4.93,0.28,1.76,3917,69,0,,EUR
TT_LETO26_BrandAware,1789010001,Spark_Awareness,07/12/2026,45-54,Female,13.5,4.74,0.3,1.57,2848,45,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,Spark_Ads,10/26/2026,45-54,Male,41.76,9.87,0.48,2.06,4231,87,1,41.76,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Prospecting,06/24/2026,65+,Female,4.29,3.51,0.39,0.91,1222,11,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,InFeed_Launch,08/20/2026,25-34,Male,35.88,8.43,0.52,1.61,4254,69,1,35.88,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Retarget,06/23/2026,25-34,Female,7.98,6.11,0.38,1.58,1305,21,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,TopView,10/05/2026,18-24,Female,8.46,2.85,0.47,0.6,2973,18,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,Spark_Ads,10/03/2026,55-64,Male,19.32,5.88,0.46,1.29,3286,42,1,19.32,EUR
TT_PRODUKTLAUNCH26,1789010002,Spark_Ads,09/06/2026,55-64,Female,14.88,6.55,0.48,1.35,2273,31,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Prospecting,07/27/2026,25-34,Female,24.8,5.79,0.31,1.87,4281,80,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,InFeed_Launch,08/28/2026,65+,Male,12.71,5.87,0.31,1.89,2164,41,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Retarget,07/04/2026,35-44,Female,16.1,9.31,0.46,2.05,1729,35,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,TopView,10/22/2026,65+,Female,13.0,4.48,0.5,0.88,2900,26,0,,EUR
TT_LETO26_BrandAware,1789010001,Spark_Awareness,08/02/2026,55-64,Male,10.88,6.97,0.34,2.03,1561,32,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,InFeed_Launch,10/12/2026,55-64,Male,17.5,8.48,0.35,2.41,2063,50,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,Spark_Ads,08/16/2026,55-64,Female,14.0,6.44,0.4,1.62,2174,35,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,Spark_Ads,10/18/2026,65+,Female,10.2,3.87,0.3,1.28,2638,34,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,TopView,08/24/2026,35-44,Male,31.85,5.85,0.49,1.2,5442,65,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Retarget,06/29/2026,45-54,Male,12.16,7.14,0.38,1.9,1704,32,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,TopView,10/20/2026,18-24,Male,28.09,5.55,0.53,1.04,5062,53,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,TopView,10/12/2026,18-24,Male,38.25,5.86,0.51,1.15,6529,75,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,InFeed_Launch,09/03/2026,65+,Female,9.61,6.38,0.31,2.07,1507,31,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,TopView,08/20/2026,35-44,Male,21.84,4.67,0.56,0.83,4675,39,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Prospecting,06/13/2026,25-34,Female,9.99,3.75,0.27,1.38,2661,37,0,,EUR
TT_LETO26_BrandAware,1789010001,Spark_Awareness,07/26/2026,65+,Male,6.8,5.7,0.4,1.45,1193,17,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,InFeed_Launch,08/16/2026,35-44,Male,35.77,8.11,0.49,1.65,4412,73,1,35.77,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Prospecting,08/05/2026,35-44,Male,19.38,4.02,0.38,1.07,4817,51,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,Spark_Ads,10/13/2026,55-64,Male,11.52,4.43,0.36,1.21,2601,32,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Retarget,08/11/2026,65+,Female,3.74,9.01,0.34,2.64,415,11,0,,EUR
TT_LETO26_BrandAware,1789010001,Spark_Awareness,07/29/2026,25-34,Male,28.6,9.46,0.44,2.15,3023,65,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Prospecting,07/26/2026,55-64,Male,24.08,6.93,0.43,1.6,3476,56,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,TopView,09/21/2026,18-24,Male,28.8,6.06,0.45,1.34,4752,64,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Prospecting,07/22/2026,55-64,Female,16.81,8.16,0.41,1.98,2059,41,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Prospecting,06/28/2026,25-34,Male,11.88,3.29,0.36,0.91,3610,33,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Prospecting,08/12/2026,35-44,Male,34.88,5.8,0.32,1.81,6012,109,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,TopView,10/06/2026,65+,Male,14.0,4.16,0.5,0.82,3369,28,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Retarget,07/23/2026,35-44,Male,31.68,14.35,0.48,2.99,2208,66,1,31.68,EUR
TT_PRODUKTLAUNCH26,1789010002,Spark_Ads,10/17/2026,25-34,Male,44.65,6.78,0.47,1.44,6584,95,1,44.65,EUR
TT_PRODUKTLAUNCH26,1789010002,InFeed_Launch,08/27/2026,18-24,Female,31.57,9.88,0.41,2.41,3195,77,1,31.57,EUR
TT_PRODUKTLAUNCH26,1789010002,Spark_Ads,09/02/2026,55-64,Female,19.35,5.68,0.43,1.31,3409,45,1,19.35,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Prospecting,07/13/2026,65+,Female,5.88 EUR,2.57,0.28,0.91,2287,21,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,InFeed_Launch,09/05/2026,45-54,Female,10.85,4.84,0.35,1.36,2240,31,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Prospecting,06/30/2026,55-64,Male,20.0,5.79,0.4,1.44,3455,50,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,TopView,08/22/2026,65+,Female,21.56,6.68,0.49,1.35,3226,44,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,Spark_Ads,08/24/2026,18-24,Female,33.6,9.83,0.48,2.04,3419,70,1,33.6,EUR
TT_LETO26_BrandAware,1789010001,Spark_Awareness,06/27/2026,35-44,Male,5.88,3.19,0.28,1.14,1842,21,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Prospecting,06/28/2026,45-54,Female,9.5,4.3,0.25,1.71,2209,38,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Retarget,07/24/2026,18-24,Female,7.74,8.37,0.43,1.9,925,18,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,Spark_Ads,10/06/2026,45-54,Female,31.15,6.69,0.35,1.92,4655,89,1,31.15,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Prospecting,08/05/2026,25-34,Female,12.16,3.5,0.32,1.08,3472,38,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,InFeed_Launch,09/28/2026,35-44,Female,43.35,11.48,0.51,2.24,3777,85,1,43.35,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Prospecting,06/22/2026,45-54,Male,27.6,5.95,0.3,1.98,4636,92,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Retarget,06/27/2026,25-34,Female,15.04,8.42,0.32,2.63,1787,47,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,Spark_Ads,10/20/2026,55-64,Male,31.68,8.2,0.48,1.71,3862,66,1,31.68,EUR
TT_PRODUKTLAUNCH26,1789010002,Spark_Ads,09/17/2026,35-44,Male,33.84,5.61,0.47,1.19,6033,72,1,33.84,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Prospecting,07/17/2026,18-24,Female,17.92,4.54,0.28,1.63,3950,64,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Retarget,07/10/2026,65+,Female,6.24,9.69,0.39,2.47,644,16,0,,EUR
TT_LETO26_BrandAware,1789010001,Spark_Awareness,06/11/2026,45-54,Female,6.66,3.89,0.37,1.08,1710,18,0,,EUR
TT_LETO26_BrandAware,1789010001,Spark_Awareness,08/06/2026,45-54,Female,7.83,4.54,0.29,1.56,1725,27,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,TopView,09/07/2026,25-34,Female,16.81,3.1,0.41,0.76,5430,41,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,Spark_Ads,09/15/2026,65+,Female,17.69,6.44,0.29,2.22,2746,61,1,17.69,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Prospecting,08/02/2026,25-34,Female,29.24,5.87,0.43,1.37,4985,68,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Retarget,06/20/2026,65+,Female,8.74,13.59,0.46,2.88,643,19,0,,EUR
TT_LETO26_BrandAware,1789010001,Spark_Awareness,07/28/2026,55-64,Female,13.12,5.71,0.32,1.77,2299,41,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,InFeed_Launch,09/17/2026,45-54,Male,27.3,6.71,0.39,1.73,4071,70,1,27.3,EUR
TT_PRODUKTLAUNCH26,1789010002,Spark_Ads,10/01/2026,35-44,Female,12.6,4.53,0.36,1.25,2781,35,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,Spark_Ads,10/19/2026,25-34,Female,34.22,4.88,0.29,1.69,7011,118,1,34.22,EUR
TT_LETO26_BrandAware,1789010001,Spark_Awareness,06/16/2026,45-54,Male,17.6,4.92,0.4,1.24,3579,44,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,Spark_Ads,09/29/2026,25-34,Male,41.0,7.43,0.41,1.81,5518,100,1,41.0,EUR
TT_PRODUKTLAUNCH26,1789010002,Spark_Ads,09/12/2026,45-54,Female,30.6,6.92,0.45,1.53,4420,68,1,30.6,EUR
TT_PRODUKTLAUNCH26,1789010002,InFeed_Launch,10/28/2026,35-44,Male,48.4,9.94,0.44,2.27,4869,110,1,48.4,EUR
TT_PRODUKTLAUNCH26,1789010002,Spark_Ads,09/11/2026,35-44,Male,51.84,7.71,0.48,1.61,6724,108,1,51.84,EUR
TT_PRODUKTLAUNCH26,1789010002,TopView,10/04/2026,65+,Male,11.28,5.23,0.47,1.12,2157,24,0,,EUR
TT_LETO26_BrandAware,1789010001,Spark_Awareness,07/27/2026,35-44,Female,7.83,4.67,0.29,1.63,1675,27,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,TopView,10/11/2026,45-54,Female,19.5,3.41,0.5,0.68,5713,39,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Prospecting,06/25/2026,55-64,Female,7.92,4.65,0.33,1.39,1704,24,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Retarget,07/04/2026,35-44,Male,10.8,5.13,0.3,1.73,2107,36,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Prospecting,06/21/2026,18-24,Female,22.62,6.05,0.39,1.54,3741,58,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,Spark_Ads,10/22/2026,18-24,Male,29.45,5.33,0.31,1.72,5521,95,1,29.45,EUR
TT_PRODUKTLAUNCH26,1789010002,InFeed_Launch,10/11/2026,45-54,Female,17.6,6.4,0.44,1.46,2751,40,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Retarget,08/10/2026,25-34,Male,21.2,10.75,0.4,2.69,1972,53,0,,EUR
TT_LETO26_BrandAware,1789010001,Spark_Awareness,08/08/2026,55-64,Male,17.2,6.09,0.4,1.52,2825,43,0,,EUR
TT_LETO26_BrandAware,1789010001,Spark_Awareness,08/04/2026,35-44,Male,9.2,4.08,0.4,1.0,2253,23,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,Spark_Ads,08/23/2026,35-44,Female,40.02,6.57,0.46,1.43,6091,87,1,40.02,EUR
TT_PRODUKTLAUNCH26,1789010002,TopView,10/16/2026,55-64,Male,22.75,6.49,0.65,1.01,3505,35,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Retarget,07/23/2026,18-24,Male,10.88,8.43,0.34,2.5,1290,32,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,TopView,09/16/2026,55-64,Male,16.82,3.58,0.58,0.63,4696,29,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,InFeed_Launch,09/28/2026,55-64,Female,18.5,9.77,0.5,1.95,1893,37,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,InFeed_Launch,10/19/2026,25-34,Male,27.06,9.38,0.41,2.27,2885,66,1,27.06,EUR
TT_PRODUKTLAUNCH26,1789010002,Spark_Ads,08/15/2026,65+,Male,12.09,8.47,0.39,2.15,1428,31,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,TopView,10/09/2026,25-34,Female,29.28,3.93,0.48,0.82,7453,61,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,Spark_Ads,09/13/2026,45-54,Male,27.52,5.84,0.43,1.36,4711,64,1,27.52,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Retarget,07/18/2026,35-44,Female,9.92,8.57,0.31,2.8,1158,32,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,Spark_Ads,08/31/2026,45-54,Female,12.04,5.06,0.43,1.16,2381,28,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,Spark_Ads,09/11/2026,25-34,Female,28.08,4.89,0.36,1.36,5743,78,1,28.08,EUR
TT_PRODUKTLAUNCH26,1789010002,InFeed_Launch,09/25/2026,45-54,Female,21.08,7.25,0.31,2.35,2909,68,1,21.08,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Retarget,07/02/2026,45-54,Male,21.07,11.37,0.49,2.3,1853,43,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,TopView,08/25/2026,35-44,Male,57.62,7.63,0.67,1.14,7551,86,1,57.62,EUR
TT_PRODUKTLAUNCH26,1789010002,TopView,10/18/2026,35-44,Male,35.64,6.3,0.66,0.96,5658,54,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Prospecting,07/02/2026,18-24,Male,24.75,8.64,0.45,1.92,2865,55,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,Spark_Ads,10/23/2026,55-64,Female,22.05,5.5,0.45,1.23,4009,49,1,22.05,EUR
TT_LETO26_BrandAware,1789010001,Spark_Awareness,08/05/2026,18-24,Female,7.14,5.26,0.34,1.58,1357,21,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Prospecting,06/26/2026,25-34,Male,29.82,5.33,0.42,1.26,5592,71,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Retarget,06/02/2026,55-64,Male,9.87,14.1,0.47,2.98,700,21,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,TopView,09/10/2026,25-34,Female,26.4,4.75,0.6,0.79,5556,44,0,,EUR
TT_LETO26_BrandAware,1789010001,Spark_Awareness,08/13/2026,25-34,Female,21.45,4.95,0.39,1.26,4332,55,0,,EUR
TT_LETO26_BrandAware,1789010001,Spark_Awareness,06/29/2026,18-24,Female,18.04,8.38,0.44,1.88,2153,41,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,TopView,08/19/2026,65+,Female,19.61,6.56,0.53,1.25,2991,37,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Prospecting,06/19/2026,18-24,Male,12.88,4.5,0.28,1.6,2861,46,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,InFeed_Launch,09/01/2026,55-64,Male,18.9,6.84,0.35,1.96,2764,54,1,18.9,EUR
TT_PRODUKTLAUNCH26,1789010002,InFeed_Launch,09/22/2026,18-24,Male,30.36,7.88,0.33,2.38,3853,92,1,30.36,EUR
TT_PRODUKTLAUNCH26,1789010002,Spark_Ads,10/22/2026,25-34,Male,17.92,5.21,0.32,1.62,3441,56,1,17.92,EUR
TT_LETO26_BrandAware,1789010001,Spark_Awareness,07/14/2026,25-34,Male,25.2,8.64,0.42,2.06,2915,60,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,Spark_Ads,10/08/2026,25-34,Female,38.25,6.92,0.45,1.54,5524,85,1,38.25,EUR
TT_PRODUKTLAUNCH26,1789010002,TopView,09/11/2026,35-44,Female,30.5,5.11,0.61,0.84,5968,50,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Prospecting,07/07/2026,18-24,Female,9.52,2.63,0.28,0.93,3620,34,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Retarget,08/05/2026,18-24,Female,9.12,7.7,0.38,2.02,1185,24,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,InFeed_Launch,09/02/2026,35-44,Male,48.59,10.52,0.43,2.45,4617,113,1,48.59,EUR
TT_LETO26_BrandAware,1789010001,Spark_Awareness,06/27/2026,65+,Male,6.8,6.83,0.4,1.67,995,17,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Retarget,07/11/2026,25-34,Male,27.72,12.08,0.42,2.89,2294,66,1,27.72,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Prospecting,07/21/2026,18-24,Female,16.43,4.09,0.31,1.33,4017,53,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,InFeed_Launch,09/08/2026,55-64,Female,14.96,6.42,0.44,1.46,2329,34,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Retarget,08/05/2026,45-54,Female,12.32,11.2,0.44,2.58,1100,28,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,InFeed_Launch,10/01/2026,65+,Male,19.89,10.7,0.51,2.1,1859,39,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,Spark_Ads,08/20/2026,25-34,Male,24.0,4.68,0.3,1.55,5133,80,1,24.0,EUR
TT_PRODUKTLAUNCH26,1789010002,TopView,10/23/2026,25-34,Male,34.85,3.47,0.41,0.85,10039,85,1,34.85,EUR
TT_LETO26_BrandAware,1789010001,Spark_Awareness,07/28/2026,18-24,Female,6.11,4.77,0.47,1.01,1282,13,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,Spark_Ads,10/27/2026,65+,Male,7.4,5.4,0.37,1.43,1371,20,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,TopView,09/29/2026,55-64,Male,44.24,7.65,0.56,1.36,5784,79,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,Spark_Ads,09/25/2026,55-64,Female,22.94,8.45,0.37,2.28,2716,62,1,22.94,EUR
TT_PRODUKTLAUNCH26,1789010002,Spark_Ads,09/24/2026,45-54,Female,33.15,7.66,0.39,1.96,4329,85,1,33.15,EUR
TT_PRODUKTLAUNCH26,1789010002,TopView,09/28/2026,55-64,Female,14.08,4.22,0.44,0.96,3337,32,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,Spark_Ads,09/23/2026,25-34,Male,36.16,6.85,0.32,2.15,5279,113,1,36.16,EUR
TT_PRODUKTLAUNCH26,1789010002,InFeed_Launch,10/24/2026,65+,Male,8.36,8.81,0.38,2.28,949,22,0,,EUR
TT_LETO26_BrandAware,1789010001,Spark_Awareness,07/10/2026,55-64,Female,9.45,7.81,0.45,1.74,1210,21,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Prospecting,08/04/2026,65+,Female,18.06,8.49,0.43,1.99,2127,42,0,,EUR
TT_LETO26_BrandAware,1789010001,Spark_Awareness,06/14/2026,45-54,Female,11.2,6.69,0.4,1.64,1675,28,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,Spark_Ads,10/04/2026,55-64,Female,22.04,6.77,0.38,1.79,3256,58,1,22.04,EUR
TT_PRODUKTLAUNCH26,1789010002,TopView,10/05/2026,65+,Male,11.7,3.25,0.45,0.73,3595,26,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,TopView,09/26/2026,55-64,Male,34.17,6.38,0.67,0.96,5358,51,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Prospecting,07/16/2026,55-64,Male,21.09,6.98,0.37,1.88,3020,57,0,,EUR
TT_LETO26_BrandAware,1789010001,Spark_Awareness,07/15/2026,55-64,Female,12.9,5.89,0.43,1.35,2190,30,0,,EUR
TT_LETO26_BrandAware,1789010001,Spark_Awareness,06/05/2026,25-34,Male,29.26,7.59,0.38,2.01,3854,77,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Retarget,07/02/2026,35-44,Female,14.26,13.45,0.46,2.96,1060,31,0,,EUR
TT_LETO26_BrandAware,1789010001,Spark_Awareness,07/07/2026,45-54,Male,19.47,7.19,0.33,2.17,2708,59,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Prospecting,07/20/2026,65+,Female,10.5,6.81,0.42,1.62,1542,25,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,Spark_Ads,09/23/2026,18-24,Female,21.44,6.44,0.32,2.01,3331,67,1,21.44,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Retarget,06/14/2026,35-44,Male,19.36,9.28,0.44,2.11,2086,44,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,Spark_Ads,08/24/2026,18-24,Male,22.54,8.85,0.46,1.91,2548,49,1,22.54,EUR
TT_PRODUKTLAUNCH26,1789010002,TopView,09/23/2026,35-44,Male,29.5,3.53,0.5,0.71,8346,59,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,Spark_Ads,10/27/2026,35-44,Male,25.97,6.09,0.49,1.24,4261,53,1,25.97,EUR
TT_PRODUKTLAUNCH26,1789010002,Spark_Ads,08/31/2026,65+,Male,19.8,8.35,0.44,1.89,2371,45,1,19.8,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Retarget,07/11/2026,18-24,Male,12.8,10.27,0.4,2.6,1246,32,0,,EUR
TT_LETO26_BrandAware,1789010001,Spark_Awareness,06/18/2026,45-54,Male,11.78,7.71,0.38,2.06,1528,31,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Retarget,06/26/2026,55-64,Male,6.65,7.16,0.35,2.08,929,19,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Prospecting,07/07/2026,65+,Female,8.37,5.46,0.31,1.76,1533,27,0,,EUR
TT_LETO26_BrandAware,1789010001,Spark_Awareness,07/21/2026,35-44,Male,22.33,5.48,0.29,1.9,4075,77,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Retarget,07/08/2026,45-54,Male,12.42,13.03,0.46,2.83,953,27,0,,EUR
TT_LETO26_BrandAware,1789010001,Spark_Awareness,07/03/2026,65+,Female,7.41,6.25,0.39,1.58,1186,19,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Prospecting,06/08/2026,45-54,Male,13.26,4.11,0.26,1.57,3229,51,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,InFeed_Launch,10/27/2026,18-24,Female,6.9,3.99,0.3,1.35,1728,23,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Retarget,06/22/2026,35-44,Male,15.75,9.09,0.35,2.62,1733,45,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,InFeed_Launch,10/14/2026,35-44,Female,12.54,5.49,0.38,1.46,2285,33,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Retarget,06/29/2026,18-24,Female,13.33,10.76,0.43,2.47,1239,31,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,InFeed_Launch,09/16/2026,65+,Female,10.08,11.56,0.48,2.44,872,21,0,,EUR
TT_LETO26_BrandAware,1789010001,Spark_Awareness,07/19/2026,18-24,Female,15.17,7.89,0.41,1.94,1922,37,0,,EUR
TT_LETO26_BrandAware,1789010001,Spark_Awareness,06/19/2026,45-54,Female,12.92,7.41,0.34,2.16,1743,38,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Prospecting,08/02/2026,55-64,Female,10.08,4.29,0.42,1.03,2350,24,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,InFeed_Launch,08/16/2026,45-54,Male,16.28,5.79,0.37,1.58,2811,44,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,TopView,10/10/2026,55-64,Female,31.2,8.2,0.6,1.36,3807,52,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,InFeed_Launch,10/15/2026,25-34,Female,29.25,5.73,0.39,1.46,5107,75,1,29.25,EUR
TT_PRODUKTLAUNCH26,1789010002,Spark_Ads,09/15/2026,18-24,Female,30.08,7.01,0.47,1.48,4288,64,1,30.08,EUR
TT_PRODUKTLAUNCH26,1789010002,InFeed_Launch,10/02/2026,35-44,Female,24.3,11.15,0.45,2.49,2180,54,1,24.3,EUR
TT_PRODUKTLAUNCH26,1789010002,TopView,09/18/2026,35-44,Male,15.96,3.11,0.42,0.74,5131,38,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,InFeed_Launch,10/11/2026,18-24,Female,19.27,10.58,0.41,2.59,1821,47,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,TopView,09/09/2026,35-44,Male,64.32,7.59,0.67,1.14,8470,96,1,64.32,EUR
TT_PRODUKTLAUNCH26,1789010002,Spark_Ads,10/18/2026,35-44,Male,26.1,7.17,0.45,1.6,3640,58,1,26.1,EUR
TT_PRODUKTLAUNCH26,1789010002,TopView,09/15/2026,55-64,Female,14.08,4.02,0.44,0.91,3501,32,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,TopView,10/09/2026,65+,Female,11.52,4.15,0.48,0.87,2779,24,0,,EUR
TT_LETO26_BrandAware,1789010001,Spark_Awareness,06/10/2026,35-44,Female,14.35,5.71,0.35,1.65,2513,41,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,TopView,09/26/2026,25-34,Female,49.0,5.31,0.49,1.09,9226,100,1,49.0,EUR
TT_PRODUKTLAUNCH26,1789010002,TopView,08/27/2026,65+,Female,9.36,4.63,0.52,0.87,2023,18,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,TopView,09/03/2026,65+,Male,17.92,6.39,0.64,0.98,2804,28,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,Spark_Ads,10/09/2026,35-44,Male,31.32,6.83,0.36,1.9,4588,87,1,31.32,EUR
TT_PRODUKTLAUNCH26,1789010002,InFeed_Launch,08/16/2026,55-64,Female,23.52,10.23,0.49,2.1,2300,48,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,Spark_Ads,08/30/2026,35-44,Male,37.44,5.27,0.36,1.47,7102,104,1,37.44,EUR
TT_PRODUKTLAUNCH26,1789010002,TopView,10/05/2026,55-64,Male,19.61,6.69,0.53,1.26,2931,37,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,InFeed_Launch,08/18/2026,65+,Male,8.64,5.01,0.36,1.36,1726,24,0,,EUR
TT_LETO26_BrandAware,1789010001,Spark_Awareness,07/15/2026,18-24,Male,9.8,6.71,0.35,1.9,1460,28,0,,EUR
TT_LETO26_BrandAware,1789010001,Spark_Awareness,06/30/2026,25-34,Male,15.58,7.02,0.38,1.86,2218,41,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Retarget,07/09/2026,45-54,Male,6.3,7.27,0.45,1.65,867,14,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Prospecting,07/07/2026,25-34,Male,18.45,6.53,0.41,1.59,2824,45,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Retarget,07/06/2026,55-64,Female,9.9,10.15,0.45,2.21,975,22,0,,EUR
