Advertiser,Campaign,Insertion Order,Line Item,Date,Device Type,Region,Impressions,Clicks,Click Rate,Total Media Cost (Advertiser Currency),Total Conversions,Active View Viewable Impressions
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20261010,Desktop,Ostatné SR,14055,37,0.26%,30.0,0.0,10393
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20260929,Connected TV,Košický kraj,6610,40,0.61%,32.69,0.0,4512
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Retarget,20261008,Connected TV,Ostatné SR,7065,29,0.42%,17.38,,4000
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20261022,Connected TV,Bratislavský kraj,15430,100,0.65%,72.87,0.0,11064
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20260913,Tablet,Ostatné SR,8455,71,0.83%,35.63,0.0,5038
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20260908,Connected TV,Bratislavský kraj,6696,18,0.27%,11.31,0.0,3892
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20261004,Mobile,Ostatné SR,7679,29,0.38%,16.27,,6040
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20261008,Tablet,Ostatné SR,5918,13,0.23%,10.05,,4203
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20261024,Connected TV,Košický kraj,6029,30,0.5%,19.11,0.0,4643
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Native_Prospecting,20261001,Connected TV,Košický kraj,5002,29,0.57%,14.51,0.0,3284
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Retarget,20260828,Connected TV,Bratislavský kraj,7736,41,0.52%,39.76,0.0,4827
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Native_Prospecting,20261006,Mobile,Košický kraj,8226,51,0.62%,19.89,0.0,4902
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20261027,Mobile,Košický kraj,6633,30,0.46%,10.89,0.0,4575
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Retarget,20260819,Connected TV,Košický kraj,4332,16,0.38%,13.37,,2826
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Native_Prospecting,20261014,Connected TV,Bratislavský kraj,10222,62,0.61%,28.06,,6510
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20261028,Tablet,Bratislavský kraj,7154,44,0.61%,27.93,,4711
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20261019,Connected TV,Ostatné SR,8028,38,0.47%,22.84,0.0,5928
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20261002,Desktop,Bratislavský kraj,22778,134,0.59%,77.04,0.0,14899
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Retarget,20260828,Tablet,Ostatné SR,7814,59,0.75%,32.41,0.0,4823
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Retarget,20261006,Connected TV,Košický kraj,6304,38,0.6%,16.44,0.0,3514
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20261016,Desktop,Ostatné SR,9841,70,0.71%,45.2,0.0,6819
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Retarget,20261021,Mobile,Bratislavský kraj,16371,119,0.73%,64.15,,9663
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Native_Prospecting,20261018,Mobile,Ostatné SR,11058,88,0.8%,40.89,,7761
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Native_Prospecting,20261002,Desktop,Bratislavský kraj,16007,102,0.64%,50.45,,10827
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20260826,Connected TV,Ostatné SR,4473,20,0.44%,7.51,0.0,2815
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Retarget,20261016,Tablet,Ostatné SR,3932,21,0.55%,11.98,0.0,2831
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20260817,Connected TV,Košický kraj,9208,54,0.58%,29.49,0.0,5908
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Native_Prospecting,20260830,Connected TV,Košický kraj,5512,25,0.46%,16.51,,3892
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Retarget,20261010,Tablet,Ostatné SR,4317,22,0.52%,14.48,0.0,2997
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Retarget,20260913,Connected TV,Bratislavský kraj,11864,43,0.36%,26.84,0.0,6797
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20260824,Desktop,Ostatné SR,13074,108,0.82%,45.82,,10343
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Retarget,20261024,Tablet,Ostatné SR,4059,36,0.9%,18.7,0.0,2812
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20260911,Connected TV,Bratislavský kraj,12368,55,0.44%,56.91,,9488
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Native_Prospecting,20261012,Connected TV,Bratislavský kraj,6660,46,0.69%,22.5,,4300
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20260825,Mobile,Bratislavský kraj,23406,104,0.44%,54.29,,16422
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Native_Prospecting,20260831,Mobile,Bratislavský kraj,16881,117,0.69%,40.49,0.0,10376
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20260924,Tablet,Košický kraj,6703,59,0.88%,20.47,,3994
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Native_Prospecting,20260929,Desktop,Ostatné SR,5124,38,0.75%,13.76,,3999
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20261025,Tablet,Košický kraj,5084,19,0.37%,9.48,0.0,3375
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Retarget,20260920,Mobile,Košický kraj,11420,72,0.63%,32.98,,7819
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Retarget,20261025,Connected TV,Ostatné SR,10164,84,0.83%,48.99,0.0,5709
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20260926,Connected TV,Bratislavský kraj,6448,23,0.36%,11.41,,4390
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Native_Prospecting,20261018,Desktop,Bratislavský kraj,15629,81,0.52%,50.66,,10574
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20261008,Tablet,Bratislavský kraj,10168,29,0.28%,30.48,,8130
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Retarget,20261023,Tablet,Ostatné SR,3724,31,0.82%,12.51,,2832
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20260913,Mobile,Košický kraj,9733,46,0.48%,22.24,,7030
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Retarget,20261009,Tablet,Bratislavský kraj,8050,48,0.59%,23.17,0.0,4751
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Retarget,20260912,Desktop,Košický kraj,6214,37,0.59%,19.1,0.0,3574
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20260915,Desktop,Košický kraj,7764,38,0.49%,36.5,,5010
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20260909,Tablet,Ostatné SR,5989,29,0.48%,15.54,0.0,4086
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Retarget,20260826,Mobile,Košický kraj,11220,121,1.07%,45.94,,8012
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20261007,Connected TV,Ostatné SR,4979,20,0.41%,9.98,,3957
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Retarget,20260817,Tablet,Košický kraj,4038,22,0.56%,16.53,0.0,2423
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Retarget,20260911,Desktop,Košický kraj,10601,61,0.58%,37.05,,8216
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Retarget,20261014,Connected TV,Ostatné SR,4004,26,0.64%,10.1,,2589
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Retarget,20260917,Desktop,Bratislavský kraj,13258,85,0.64%,35.0,,7867
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20260830,Connected TV,Bratislavský kraj,6508,24,0.37%,12.87,0.0,4339
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Retarget,20261007,Tablet,Košický kraj,6588,51,0.78%,24.93,0.0,4459
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Retarget,20260905,Desktop,Košický kraj,13323,128,0.96%,68.37,,9504
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20260826,Tablet,Košický kraj,2640,9,0.34%,4.95,,1548
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Native_Prospecting,20260920,Tablet,Ostatné SR,2787,20,0.73%,9.27,,1804
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20260820,Connected TV,Košický kraj,9017,44,0.49%,32.82,0.0,5420
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20261011,Mobile,Košický kraj,5119,17,0.33%,10.28,,2899
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20261007,Tablet,Košický kraj,3814,22,0.57%,12.69,0.0,2124
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Native_Prospecting,20260923,Connected TV,Bratislavský kraj,8091,34,0.42%,22.03,,5421
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20261012,Desktop,Bratislavský kraj,9629,47,0.49%,18.56,,5576
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20260923,Connected TV,Ostatné SR,4062,11,0.28%,8.98,,3008
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20260815,Mobile,Košický kraj,9024,22,0.25%,20.41,,6117
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20261017,Connected TV,Bratislavský kraj,13186,73,0.55%,57.92,,9539
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20261014,Tablet,Ostatné SR,9232,60,0.65%,41.91,,6508
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Native_Prospecting,20260923,Mobile,Košický kraj,10849,75,0.69%,36.12,,7756
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20261024,Desktop,Košický kraj,14356,89,0.62%,48.68,,8810
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20261003,Tablet,Ostatné SR,5899,25,0.42%,28.55,0.0,3686
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20261013,Desktop,Bratislavský kraj,9748,55,0.56%,18.37,,6003
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Native_Prospecting,20261023,Connected TV,Bratislavský kraj,6204,30,0.49%,18.9,,4287
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20261023,Desktop,Košický kraj,4470,21,0.47%,11.3,,3342
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Retarget,20260928,Connected TV,Košický kraj,4032,42,1.05%,21.16,,2870
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Retarget,20260902,Desktop,Košický kraj,10121,63,0.62%,21.82,,7327
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Retarget,20260926,Tablet,Ostatné SR,4620,31,0.67%,14.58,,2780
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Retarget,20261024,Desktop,Ostatné SR,7626,66,0.86%,39.72,,4707
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20260825,Desktop,Bratislavský kraj,14167,55,0.39%,37.04,,10355
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Retarget,20261019,Tablet,Ostatné SR,6910,41,0.6%,20.91,,5216
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20261016,Connected TV,Ostatné SR,6519,32,0.49%,14.48,,4194
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Native_Prospecting,20260818,Desktop,Bratislavský kraj,8812,39,0.44%,20.79,0.0,6866
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Retarget,20261011,Mobile,Košický kraj,11115,48,0.43%,32.87,0.0,7758
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Retarget,20261020,Tablet,Ostatné SR,4977,27,0.55%,16.72,0.0,3744
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20261026,Tablet,Košický kraj,5454,46,0.84%,22.39,0.0,3195
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Retarget,20260830,Desktop,Ostatné SR,14055,91,0.65%,46.36,,8422
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Retarget,20260820,Desktop,Bratislavský kraj,22312,238,1.07%,93.29,0.0,15160
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Native_Prospecting,20261012,Mobile,Košický kraj,8722,54,0.62%,26.56,,6629
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Retarget,20260909,Desktop,Košický kraj,12306,74,0.61%,53.77,,7299
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Native_Prospecting,20260930,Mobile,Košický kraj,10798,43,0.4%,40.88,,6607
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Retarget,20261001,Tablet,Košický kraj,4105,14,0.33%,8.89,0.0,2411
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20261017,Mobile,Ostatné SR,8249,30,0.36%,18.95,,5747
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20261016,Connected TV,Ostatné SR,9978,52,0.52%,29.73,,7273
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Native_Prospecting,20260831,Mobile,Ostatné SR,11546,55,0.48%,25.49,,8801
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Native_Prospecting,20260824,Connected TV,Košický kraj,3887,31,0.79%,14.57,,2512
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20260928,Mobile,Ostatné SR,6826,31,0.46%,13.01,0.0,4881
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Retarget,20261001,Desktop,Ostatné SR,7236,39,0.54%,25.05,,4666
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Retarget,20261022,Tablet,Bratislavský kraj,6047,37,0.61%,19.83,0.0,4023
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20260815,Tablet,Bratislavský kraj,10805,57,0.52%,53.21,0.0,7295
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Native_Prospecting,20260824,Mobile,Košický kraj,10035,48,0.48%,25.89,0.0,7324
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Retarget,20260926,Tablet,Košický kraj,5209,54,1.04%,19.54,,4009
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Retarget,20261024,Connected TV,Košický kraj,8847,67,0.76%,36.93,0.0,5332
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20260816,Tablet,Bratislavský kraj,8614,54,0.63%,28.04,,5174
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20260822,Connected TV,Košický kraj,4885,12,0.24%,12.1,,3631
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Retarget,20260916,Desktop,Košický kraj,11091,61,0.55%,22.98,0.0,8478
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20260906,Desktop,Bratislavský kraj,13168,74,0.56%,62.32,,8414
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20260829,Mobile,Bratislavský kraj,23677,202,0.85%,117.58,0.0,15516
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20260907,Desktop,Ostatné SR,11286,63,0.55%,22.77,0.0,7426
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20260821,Mobile,Ostatné SR,12474,40,0.32%,32.81,,8738
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Retarget,20261021,Connected TV,Košický kraj,4870,51,1.05%,24.71,0.0,3056
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20260826,Mobile,Bratislavský kraj,18175,75,0.41%,73.71,,12467
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20261003,Tablet,Bratislavský kraj,7754,17,0.22%,12.95,,4580
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Native_Prospecting,20261010,Mobile,Bratislavský kraj,17629,96,0.54%,60.69,0.0,10589
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Retarget,20260907,Connected TV,Ostatné SR,5977,47,0.78%,21.58,,3926
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20260916,Desktop,Bratislavský kraj,13136,51,0.39%,23.77,0.0,8427
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20260827,Desktop,Bratislavský kraj,12068,43,0.35%,18.49,,9392
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Retarget,20261010,Tablet,Košický kraj,3045,10,0.33%,8.28,,2220
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Native_Prospecting,20260927,Connected TV,Bratislavský kraj,8689,60,0.69%,30.42,,6940
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20260923,Tablet,Bratislavský kraj,3869,13,0.35%,8.64,,2192
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Retarget,20260816,Tablet,Košický kraj,5854,48,0.81%,30.82,,3620
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20260906,Tablet,Bratislavský kraj,6894,35,0.5%,24.1,,5441
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20261018,Tablet,Košický kraj,4705,15,0.31%,10.98,,3153
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20261011,Connected TV,Bratislavský kraj,15501,127,0.82%,76.1,,10027
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Native_Prospecting,20260826,Desktop,Košický kraj,5610,26,0.47%,17.09,,3288
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Retarget,20261006,Desktop,Košický kraj,6949,60,0.87%,22.46,,4087
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Retarget,20260915,Connected TV,Ostatné SR,4723,24,0.5%,9.6,0.0,3762
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20261027,Desktop,Bratislavský kraj,13071,63,0.48%,24.33,,9836
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20260831,Connected TV,Bratislavský kraj,8608,60,0.7%,28.64,,5582
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Native_Prospecting,20260831,Desktop,Bratislavský kraj,12578,66,0.53%,41.09,,9702
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20261022,Connected TV,Bratislavský kraj,12020,62,0.52%,23.38,,7103
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20261020,Connected TV,Ostatné SR,8236,39,0.47%,14.99,,5498
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20261015,Tablet,Bratislavský kraj,10007,51,0.51%,31.35,0.0,7804
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20260822,Desktop,Košický kraj,7029,36,0.52%,28.99,,5266
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20261017,Mobile,Ostatné SR,14248,41,0.29%,43.2,,10127
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20261009,Mobile,Ostatné SR,16342,89,0.55%,42.77,0.0,9637
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Retarget,20260904,Desktop,Ostatné SR,14926,164,1.1%,78.61,0.0,10497
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20260826,Mobile,Košický kraj,9426,38,0.41%,32.16,,5868
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20260905,Connected TV,Bratislavský kraj,10458,48,0.46%,21.13,,8265
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20260916,Desktop,Ostatné SR,13698,110,0.81%,68.33,0.0,9290
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Native_Prospecting,20260909,Mobile,Ostatné SR,13230,67,0.51%,35.03,0.0,7919
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20260823,Desktop,Ostatné SR,11407,66,0.58%,53.34,0.0,6719
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Retarget,20260815,Connected TV,Ostatné SR,5265,32,0.61%,12.13,,3547
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20260908,Connected TV,Košický kraj,5124,21,0.4%,8.69,0.0,2976
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20261010,Connected TV,Ostatné SR,7125,41,0.57%,21.67,0.0,4169
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20260916,Tablet,Košický kraj,5330,22,0.41%,12.91,0.0,3207
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Native_Prospecting,20261026,Tablet,Bratislavský kraj,3536,24,0.68%,7.88,0.0,2090
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Retarget,20261012,Connected TV,Ostatné SR,6944,43,0.62%,19.49,,4260
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20260817,Connected TV,Košický kraj,6224,36,0.57%,17.43,,4172
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20260927,Desktop,Bratislavský kraj,17386,48,0.27%,33.96,,12258
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Native_Prospecting,20260910,Mobile,Košický kraj,10732,84,0.78%,32.61,,7728
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Retarget,20260825,Tablet,Ostatné SR,6314,33,0.53%,23.55,,4008
